0,1,2,3,4,5
Mon Jul 27 16:00:18 +0000 2020,"Thank you, Verizon for this amazing feature and for highlighting Black businesses! We are creating a brave space to… https://t.co/YzvNpWt3nY",8,"[{""brave"":2},{""amazing"":4},{""thank"":2}]",,[]
Mon Jul 27 15:56:41 +0000 2020,"This upcoming Wednesday night! 
RSVP: https://t.co/aPK5Stkhqh
#leadership #LeadershipDevelopment #leadershiptalk… https://t.co/9UmkdcqwO1",1,"[{""leadership"":1}]",,[]
Mon Jul 27 15:42:43 +0000 2020,"RT @Space_IZ1: As the world is globally-connected, #millennials are disrupting the #realestate sector bringing a change to concepts of #liv…",-2,"[{""disrupting"":-2}]",,"[""disrupting""]"
Mon Jul 27 15:00:38 +0000 2020,"RT @CoworkJa: CoworkJa provides somewhere for  small businesses, independent contractors and other workers a space to work, network and par…",0,[],,[]
Mon Jul 27 14:55:07 +0000 2020,"RT @CoworkJa: CoworkJa provides somewhere for  small businesses, independent contractors and other workers a space to work, network and par…",0,[],,[]
Mon Jul 27 14:54:51 +0000 2020,"RT @Space_IZ1: As the world is globally-connected, #millennials are disrupting the #realestate sector bringing a change to concepts of #liv…",-2,"[{""disrupting"":-2}]",,"[""disrupting""]"
Mon Jul 27 14:49:37 +0000 2020,"CoworkJa provides somewhere for  small businesses, independent contractors and other workers a space to work, netwo… https://t.co/FXfiuDZk2D",0,[],,[]
Mon Jul 27 14:47:29 +0000 2020,"RT @Space_IZ1: As the world is globally-connected, #millennials are disrupting the #realestate sector bringing a change to concepts of #liv…",-2,"[{""disrupting"":-2}]",,"[""disrupting""]"
Mon Jul 27 14:35:42 +0000 2020,"RT @Space_IZ1: As the world is globally-connected, #millennials are disrupting the #realestate sector bringing a change to concepts of #liv…",-2,"[{""disrupting"":-2}]",,"[""disrupting""]"
Mon Jul 27 14:31:31 +0000 2020,RT @remotelyone: 30 Flexible Workspaces Share Their COVID-19 Adaptations #Cowork #RemoteWork #OfficeDesign #Coworking  #Innovation https://…,2,"[{""innovation"":1},{""share"":1}]",,[]
Mon Jul 27 14:31:17 +0000 2020,"RT @simlewis: Checking out Cowork Rambla Catalunya the hosts of @CWDays last week 
#Barcelona #coworking #entrepreneurs https://t.co/HARPLh…",0,[],,[]
Mon Jul 27 14:28:50 +0000 2020,RT @Space_IZ1: #Coworking places bring about #opportunities to network with a #community of #professionals. Sharing experiences and thought…,2,"[{""opportunities"":2}]",,[]
Mon Jul 27 14:24:01 +0000 2020,30 Flexible Workspaces Share Their COVID-19 Adaptations #Cowork #RemoteWork #OfficeDesign #Coworking  #Innovation https://t.co/1k2q3qv3v1,2,"[{""innovation"":1},{""share"":1}]",,[]
Mon Jul 27 14:22:04 +0000 2020,RT @Space_IZ1: #Coworking places bring about #opportunities to network with a #community of #professionals. Sharing experiences and thought…,2,"[{""opportunities"":2}]",,[]
Mon Jul 27 14:17:00 +0000 2020,RT @Space_IZ1: #Coworking places bring about #opportunities to network with a #community of #professionals. Sharing experiences and thought…,2,"[{""opportunities"":2}]",,[]
Mon Jul 27 14:13:35 +0000 2020,"RT @Space_IZ1: As the world is globally-connected, #millennials are disrupting the #realestate sector bringing a change to concepts of #liv…",-2,"[{""disrupting"":-2}]",,"[""disrupting""]"
Mon Jul 27 14:12:44 +0000 2020,"RT @Space_IZ1: As the world is globally-connected, #millennials are disrupting the #realestate sector bringing a change to concepts of #liv…",-2,"[{""disrupting"":-2}]",,"[""disrupting""]"
Mon Jul 27 14:10:42 +0000 2020,"RT @Space_IZ1: As the world is globally-connected, #millennials are disrupting the #realestate sector bringing a change to concepts of #liv…",-2,"[{""disrupting"":-2}]",,"[""disrupting""]"
Mon Jul 27 14:08:38 +0000 2020,"Checking out Cowork Rambla Catalunya the hosts of @CWDays last week 
#Barcelona #coworking #entrepreneurs https://t.co/HARPLhOXtC",0,[],,[]
Mon Jul 27 14:05:32 +0000 2020,RT @CITIMEDINA: I founded @EqualSpaceCo to create a safe space for business owners like me to grow. I wanted to have a brave space to move…,5,"[{""brave"":2},{""like"":2},{""safe"":1}]",,[]
Mon Jul 27 14:05:01 +0000 2020,RT @CITIMEDINA: I founded @EqualSpaceCo to create a safe space for business owners like me to grow. I wanted to have a brave space to move…,5,"[{""brave"":2},{""like"":2},{""safe"":1}]",,[]
Mon Jul 27 14:00:29 +0000 2020,"New Online CoWork Member Post! 🥳 Lilian Sue, #Copywriter #Publicist, shares with us how to create a crisis communic… https://t.co/SGOEKmwgCL",-4,"[{""crisis"":-3},{""shares"":1},{""sue"":-2}]",,"[""crisis"",""sue""]"
Mon Jul 27 13:54:51 +0000 2020,"RT @Space_IZ1: As the world is globally-connected, #millennials are disrupting the #realestate sector bringing a change to concepts of #liv…",-2,"[{""disrupting"":-2}]",,"[""disrupting""]"
Mon Jul 27 13:45:55 +0000 2020,"RT @Space_IZ1: As the world is globally-connected, #millennials are disrupting the #realestate sector bringing a change to concepts of #liv…",-2,"[{""disrupting"":-2}]",,"[""disrupting""]"
Mon Jul 27 13:34:24 +0000 2020,"RT @Space_IZ1: As the world is globally-connected, #millennials are disrupting the #realestate sector bringing a change to concepts of #liv…",-2,"[{""disrupting"":-2}]",,"[""disrupting""]"
Mon Jul 27 13:34:11 +0000 2020,RT @onlinecowork: Another #inspirational story on Humans of Online CoWork! 😍 Ralu from Romania shares how she went from being fed up with h…,6,"[{""shares"":1},{""😍"":3},{""inspirational"":2}]",,[]
Mon Jul 27 13:30:42 +0000 2020,Another #inspirational story on Humans of Online CoWork! 😍 Ralu from Romania shares how she went from being fed up… https://t.co/BsJu23F3u9,6,"[{""shares"":1},{""😍"":3},{""inspirational"":2}]",,[]
Mon Jul 27 13:28:39 +0000 2020,"RT @Space_IZ1: As the world is globally-connected, #millennials are disrupting the #realestate sector bringing a change to concepts of #liv…",-2,"[{""disrupting"":-2}]",,"[""disrupting""]"
Mon Jul 27 13:04:06 +0000 2020,"Welcome to a #NewWeek! Let's get a solid jump on the work week! 

Need a little pick-me-up? We'll provide the… https://t.co/qPHo9q7gKg",4,"[{""solid"":2},{""welcome"":2}]",,[]
Mon Jul 27 12:52:05 +0000 2020,RT @sybilproperty: We get it! Working from home with kids is almost impossible. Our #cowork center is your #solution to get out of the hous…,1,"[{""solution"":1}]",,[]
Mon Jul 27 12:44:55 +0000 2020,"RT @Space_IZ1: As the world is globally-connected, #millennials are disrupting the #realestate sector bringing a change to concepts of #liv…",-2,"[{""disrupting"":-2}]",,"[""disrupting""]"
Mon Jul 27 12:37:53 +0000 2020,"RT @Space_IZ1: As the world is globally-connected, #millennials are disrupting the #realestate sector bringing a change to concepts of #liv…",-2,"[{""disrupting"":-2}]",,"[""disrupting""]"
Mon Jul 27 12:22:01 +0000 2020,"@joellaanne1 Same, girl. We should cowork with the @growclass crew ☕️",0,[],,[]
Mon Jul 27 11:53:34 +0000 2020,"RT @Space_IZ1: As the world is globally-connected, #millennials are disrupting the #realestate sector bringing a change to concepts of #liv…",-2,"[{""disrupting"":-2}]",,"[""disrupting""]"
Mon Jul 27 11:28:16 +0000 2020,"RT @Space_IZ1: As the world is globally-connected, #millennials are disrupting the #realestate sector bringing a change to concepts of #liv…",-2,"[{""disrupting"":-2}]",,"[""disrupting""]"
Mon Jul 27 11:23:51 +0000 2020,"RT @Space_IZ1: As the world is globally-connected, #millennials are disrupting the #realestate sector bringing a change to concepts of #liv…",-2,"[{""disrupting"":-2}]",,"[""disrupting""]"
Mon Jul 27 11:18:02 +0000 2020,"RT @Space_IZ1: As the world is globally-connected, #millennials are disrupting the #realestate sector bringing a change to concepts of #liv…",-2,"[{""disrupting"":-2}]",,"[""disrupting""]"
Mon Jul 27 10:56:49 +0000 2020,"RT @Space_IZ1: As the world is globally-connected, #millennials are disrupting the #realestate sector bringing a change to concepts of #liv…",-2,"[{""disrupting"":-2}]",,"[""disrupting""]"
Mon Jul 27 10:53:23 +0000 2020,"RT @Space_IZ1: As the world is globally-connected, #millennials are disrupting the #realestate sector bringing a change to concepts of #liv…",-2,"[{""disrupting"":-2}]",,"[""disrupting""]"
Mon Jul 27 10:01:57 +0000 2020,"RT @Space_IZ1: As the world is globally-connected, #millennials are disrupting the #realestate sector bringing a change to concepts of #liv…",-2,"[{""disrupting"":-2}]",,"[""disrupting""]"
Mon Jul 27 10:00:07 +0000 2020,"RT @vivekraju93: Culdesac (https://t.co/iouWC6Sx6v), USA
They're building what they call a 5-minute city, from scratch. All needs (grocery,…",0,[],,[]
Mon Jul 27 09:58:34 +0000 2020,"RT @Space_IZ1: As the world is globally-connected, #millennials are disrupting the #realestate sector bringing a change to concepts of #liv…",-2,"[{""disrupting"":-2}]",,"[""disrupting""]"
Mon Jul 27 09:35:04 +0000 2020,"RT @Space_IZ1: As the world is globally-connected, #millennials are disrupting the #realestate sector bringing a change to concepts of #liv…",-2,"[{""disrupting"":-2}]",,"[""disrupting""]"
Mon Jul 27 08:48:33 +0000 2020,RT @TheLueCrew: How to Cowork With Your Partner Without Losing Your Mind https://t.co/nQgQuwU7Lu via @gqmagazine,-3,"[{""losing"":-3}]",,"[""losing""]"
Mon Jul 27 08:47:27 +0000 2020,How to Cowork With Your Partner Without Losing Your Mind https://t.co/nQgQuwU7Lu via @gqmagazine,-3,"[{""losing"":-3}]",,"[""losing""]"
Mon Jul 27 08:33:02 +0000 2020,"RT @Space_IZ1: As the world is globally-connected, #millennials are disrupting the #realestate sector bringing a change to concepts of #liv…",-2,"[{""disrupting"":-2}]",,"[""disrupting""]"
Mon Jul 27 08:29:41 +0000 2020,"RT @Space_IZ1: As the world is globally-connected, #millennials are disrupting the #realestate sector bringing a change to concepts of #liv…",-2,"[{""disrupting"":-2}]",,"[""disrupting""]"
Mon Jul 27 08:26:25 +0000 2020,"RT @Space_IZ1: As the world is globally-connected, #millennials are disrupting the #realestate sector bringing a change to concepts of #liv…",-2,"[{""disrupting"":-2}]",,"[""disrupting""]"
Mon Jul 27 07:54:57 +0000 2020,"RT @Space_IZ1: As the world is globally-connected, #millennials are disrupting the #realestate sector bringing a change to concepts of #liv…",-2,"[{""disrupting"":-2}]",,"[""disrupting""]"
Mon Jul 27 07:54:12 +0000 2020,"RT @Space_IZ1: As the world is globally-connected, #millennials are disrupting the #realestate sector bringing a change to concepts of #liv…",-2,"[{""disrupting"":-2}]",,"[""disrupting""]"
Mon Jul 27 07:53:25 +0000 2020,"RT @Space_IZ1: As the world is globally-connected, #millennials are disrupting the #realestate sector bringing a change to concepts of #liv…",-2,"[{""disrupting"":-2}]",,"[""disrupting""]"
Mon Jul 27 07:49:31 +0000 2020,How to cowork with your partner without losing your mind https://t.co/kfXsO8e01Q https://t.co/8d4e18YjEB… https://t.co/BHf32IKjcC,-3,"[{""losing"":-3}]",,"[""losing""]"
Mon Jul 27 07:48:37 +0000 2020,"RT @Space_IZ1: As the world is globally-connected, #millennials are disrupting the #realestate sector bringing a change to concepts of #liv…",-2,"[{""disrupting"":-2}]",,"[""disrupting""]"
Mon Jul 27 07:44:40 +0000 2020,"RT @Space_IZ1: As the world is globally-connected, #millennials are disrupting the #realestate sector bringing a change to concepts of #liv…",-2,"[{""disrupting"":-2}]",,"[""disrupting""]"
Mon Jul 27 07:39:06 +0000 2020,RT @Space_IZ1: The scope of #coworking spaces is on the rise and challenges the #traditional concept of office space. The biggest differenc…,1,"[{""rise"":1}]",,[]
Mon Jul 27 07:33:44 +0000 2020,"RT @Space_IZ1: As the world is globally-connected, #millennials are disrupting the #realestate sector bringing a change to concepts of #liv…",-2,"[{""disrupting"":-2}]",,"[""disrupting""]"
Mon Jul 27 07:31:47 +0000 2020,"RT @deskgocoworking: Sign up to the DESKGO newsletter and get 10% off your first booking! https://t.co/P5Hay0APjl
#coworking #peterborough…",0,[],,[]
Mon Jul 27 07:31:17 +0000 2020,RT @RisingTideSTP: If you're a veteran looking to get some work done today away from home email info@risingtidecowork.com to cowork with us…,0,[],,[]
Mon Jul 27 07:30:43 +0000 2020,"Sign up to the DESKGO newsletter and get 10% off your first booking! https://t.co/P5Hay0APjl
#coworking… https://t.co/rgcwGXemYL",0,[],,[]
Mon Jul 27 07:27:19 +0000 2020,"RT @Space_IZ1: As the world is globally-connected, #millennials are disrupting the #realestate sector bringing a change to concepts of #liv…",-2,"[{""disrupting"":-2}]",,"[""disrupting""]"
Mon Jul 27 07:15:48 +0000 2020,"RT @Space_IZ1: As the world is globally-connected, #millennials are disrupting the #realestate sector bringing a change to concepts of #liv…",-2,"[{""disrupting"":-2}]",,"[""disrupting""]"
Mon Jul 27 07:15:00 +0000 2020,"RT @Space_IZ1: As the world is globally-connected, #millennials are disrupting the #realestate sector bringing a change to concepts of #liv…",-2,"[{""disrupting"":-2}]",,"[""disrupting""]"
Mon Jul 27 07:11:02 +0000 2020,If you're a veteran looking to get some work done today away from home email info@risingtidecowork.com to cowork wi… https://t.co/XAncoopDXQ,0,[],,[]
Mon Jul 27 06:56:20 +0000 2020,"RT @Space_IZ1: As the world is globally-connected, #millennials are disrupting the #realestate sector bringing a change to concepts of #liv…",-2,"[{""disrupting"":-2}]",,"[""disrupting""]"
Mon Jul 27 06:53:36 +0000 2020,"RT @Space_IZ1: The fact that #global #funding in the co-living spaces has increased since the last decade, as investors see benefits in the…",3,"[{""benefits"":2},{""increased"":1}]",,[]
Mon Jul 27 06:41:15 +0000 2020,"RT @Space_IZ1: As the world is globally-connected, #millennials are disrupting the #realestate sector bringing a change to concepts of #liv…",-2,"[{""disrupting"":-2}]",,"[""disrupting""]"
